timestamp,gw_ok,wan_ok,dns_ok,client_ok,client_fail,client_ok_ips,client_fail_ips,arp_5s,dhcp_5s,rx_drop_delta,tx_drop_delta,docker_running_count
2026-03-06T16:19:52+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T16:20:36+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,4,0,6
2026-03-06T16:21:19+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T16:22:02+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,2,3,0,6
2026-03-06T16:22:45+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,4,0,6
2026-03-06T16:23:28+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,3,0,6
2026-03-06T16:24:11+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T16:24:54+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,2,4,0,6
2026-03-06T16:25:37+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,4,0,6
2026-03-06T16:26:21+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,2,3,0,6
2026-03-06T16:27:04+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T16:27:47+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,3,0,6
2026-03-06T16:28:30+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,3,0,6
2026-03-06T16:29:13+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,3,3,0,6
2026-03-06T16:29:56+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,3,5,0,6
2026-03-06T16:30:40+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,3,0,6
2026-03-06T16:31:23+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,1,3,0,6
2026-03-06T16:32:06+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,4,0,6
2026-03-06T16:32:49+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,1,3,0,6
2026-03-06T16:33:32+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T16:34:16+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,4,0,6
2026-03-06T16:34:59+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T16:35:42+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,2,3,0,6
2026-03-06T16:36:25+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T16:37:08+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,4,0,6
2026-03-06T16:37:51+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,3,3,0,6
2026-03-06T16:38:34+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T16:39:17+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,3,7,0,6
2026-03-06T16:40:22+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,3,4,0,6
2026-03-06T16:41:05+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T16:41:48+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,1,3,0,6
2026-03-06T16:42:31+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T16:43:14+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,1,3,0,6
2026-03-06T16:43:57+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",27,4,3,0,6
2026-03-06T16:44:40+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",25,1,5,0,6
2026-03-06T16:45:24+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,4,4,0,6
2026-03-06T16:46:07+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,3,0,6
2026-03-06T16:46:50+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T16:47:33+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,1,4,0,6
2026-03-06T16:48:16+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T16:48:59+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,1,3,0,6
2026-03-06T16:49:42+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",16,4,6,0,6
2026-03-06T16:50:26+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,1,3,0,6
2026-03-06T16:51:09+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T16:51:52+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,1,3,0,6
2026-03-06T16:52:35+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T16:53:18+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,1,3,0,6
2026-03-06T16:54:01+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,3,0,6
2026-03-06T16:54:44+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,2,4,0,6
2026-03-06T16:55:27+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,4,0,6
2026-03-06T16:56:11+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,2,3,0,6
2026-03-06T16:56:54+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,4,0,6
2026-03-06T16:57:37+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",1,4,3,0,6
2026-03-06T16:58:20+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T16:59:03+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",14,4,3,0,6
2026-03-06T16:59:46+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,1,3,0,6
2026-03-06T17:00:29+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,5,0,6
2026-03-06T17:01:13+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,2,3,0,6
2026-03-06T17:01:56+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,3,4,0,6
2026-03-06T17:02:39+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T17:03:22+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,2,3,0,6
2026-03-06T17:04:05+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,4,0,6
2026-03-06T17:04:48+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,2,3,0,6
2026-03-06T17:05:31+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,3,0,6
2026-03-06T17:06:15+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,4,0,6
2026-03-06T17:07:19+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,1,4,0,6
2026-03-06T17:08:03+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,4,3,0,6
2026-03-06T17:08:46+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",15,4,3,0,6
2026-03-06T17:09:29+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",1,4,4,0,6
2026-03-06T17:10:33+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,3,0,6
2026-03-06T17:11:17+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,5,0,6
2026-03-06T17:12:00+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T17:12:43+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,4,3,0,6
2026-03-06T17:13:26+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,3,4,0,6
2026-03-06T17:14:09+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",17,4,3,0,6
2026-03-06T17:14:52+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,3,4,0,6
2026-03-06T17:15:56+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,3,3,0,6
2026-03-06T17:16:40+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,4,4,0,6
2026-03-06T17:17:23+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,2,3,0,6
2026-03-06T17:18:06+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T17:18:49+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T17:19:32+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,1,4,0,6
2026-03-06T17:20:15+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T17:20:58+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,2,3,0,6
2026-03-06T17:21:41+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,6,0,6
2026-03-06T17:22:25+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T17:23:08+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,1,3,0,6
2026-03-06T17:23:51+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T17:24:34+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,2,3,0,6
2026-03-06T17:25:17+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T17:26:00+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T17:27:04+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,4,3,0,6
2026-03-06T17:27:48+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,4,5,0,6
2026-03-06T17:28:31+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T17:29:14+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T17:29:57+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,2,4,0,6
2026-03-06T17:30:40+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,1,3,0,6
2026-03-06T17:31:23+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T17:32:06+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,2,4,0,6
2026-03-06T17:32:49+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T17:33:33+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,3,0,6
2026-03-06T17:34:16+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T17:34:59+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,2,3,0,6
2026-03-06T17:35:42+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T17:36:25+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,2,3,0,6
2026-03-06T17:37:08+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,4,0,6
2026-03-06T17:37:51+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T17:38:34+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,3,3,0,6
2026-03-06T17:39:18+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,4,0,6
2026-03-06T17:40:01+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,3,3,0,6
2026-03-06T17:40:44+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,3,3,0,6
2026-03-06T17:41:27+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T17:42:10+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,3,0,6
2026-03-06T17:42:53+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T17:43:36+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T17:44:19+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,3,3,0,6
2026-03-06T17:45:02+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,4,3,0,6
2026-03-06T17:45:45+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,3,6,0,6
2026-03-06T17:46:29+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,4,0,6
2026-03-06T17:47:12+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,1,3,0,6
2026-03-06T17:47:55+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,4,3,0,6
2026-03-06T17:48:38+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,1,4,0,6
2026-03-06T17:49:21+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,3,0,6
2026-03-06T17:50:04+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",14,4,3,0,6
2026-03-06T17:50:47+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,1,3,0,6
2026-03-06T17:51:30+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,3,0,6
2026-03-06T17:52:13+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,3,0,6
2026-03-06T17:52:56+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",17,3,4,0,6
2026-03-06T17:53:40+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,4,0,6
2026-03-06T17:54:23+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,1,3,0,6
2026-03-06T17:55:06+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,3,0,6
2026-03-06T17:55:49+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,1,4,0,6
2026-03-06T17:56:32+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",2,4,3,0,6
2026-03-06T17:57:15+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,1,3,0,6
2026-03-06T17:57:58+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,4,0,6
2026-03-06T17:58:41+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T17:59:24+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T18:00:07+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,1,4,0,6
2026-03-06T18:00:51+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,5,0,6
2026-03-06T18:01:55+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",15,4,3,0,6
2026-03-06T18:02:38+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",1,1,3,0,6
2026-03-06T18:03:21+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,3,4,0,6
2026-03-06T18:04:25+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T18:05:29+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,1,3,0,6
2026-03-06T18:06:12+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,4,0,6
2026-03-06T18:06:55+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",14,3,4,0,6
2026-03-06T18:08:00+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,3,4,0,6
2026-03-06T18:09:04+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",17,4,4,0,6
2026-03-06T18:10:08+08:00,1,0,0,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,1,47,0,6
2026-03-06T18:11:52+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,3,4,0,6
2026-03-06T18:12:56+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,5,26,0,6
2026-03-06T18:14:21+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,9,0,6
2026-03-06T18:15:30+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,4,0,6
2026-03-06T18:16:34+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T18:17:38+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",14,3,16,0,6
2026-03-06T18:18:53+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",19,1,4,0,6
2026-03-06T18:19:57+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",15,3,4,0,6
2026-03-06T18:21:01+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",18,2,4,0,6
2026-03-06T18:22:05+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,2,9,0,6
2026-03-06T18:23:14+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,7,0,6
2026-03-06T18:24:19+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T18:25:02+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,4,4,0,6
2026-03-06T18:26:06+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,4,4,0,6
2026-03-06T18:27:10+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,4,0,6
2026-03-06T18:28:14+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T18:29:18+08:00,1,0,0,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,48,0,6
2026-03-06T18:31:03+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,4,0,6
2026-03-06T18:32:07+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",10,3,3,0,6
2026-03-06T18:32:50+08:00,1,0,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",14,2,4,0,6
2026-03-06T18:33:54+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",18,4,3,0,6
2026-03-06T18:34:37+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T18:35:20+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T18:36:03+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,4,0,6
2026-03-06T18:36:47+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,4,3,0,6
2026-03-06T18:37:30+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T18:38:13+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",4,4,4,0,6
2026-03-06T18:38:56+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",11,3,3,0,6
2026-03-06T18:39:39+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T18:40:22+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,1,4,0,6
2026-03-06T18:41:05+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",12,4,3,0,6
2026-03-06T18:41:48+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",3,2,3,0,6
2026-03-06T18:42:31+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T18:43:14+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",6,4,4,0,6
2026-03-06T18:43:58+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",13,3,3,0,6
2026-03-06T18:44:41+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",8,4,3,0,6
2026-03-06T18:45:24+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",20,3,4,0,6
2026-03-06T18:46:07+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
2026-03-06T18:46:50+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,3,3,0,6
2026-03-06T18:47:33+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,4,0,6
2026-03-06T18:48:16+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,3,3,0,6
2026-03-06T18:48:59+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",5,4,3,0,6
2026-03-06T18:49:42+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",15,1,4,0,6
2026-03-06T18:50:25+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",7,4,3,0,6
2026-03-06T18:51:09+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,1,3,0,6
2026-03-06T18:51:52+08:00,1,1,1,2,1,"192.168.100.9|192.168.100.1","192.168.100.176",9,4,3,0,6
